,primary_code,related_code,related_type,importance
52483,PS00500310,FA007064105,P,1
52484,PS00500310,FA007064103,P,1
52485,PS00500310,FA007064104,P,1
52486,FA007064105,PS0080040,P,4
52487,PS0080040,FA007064105,A,4
52488,FA007064105,EC001,M,4
52489,FA007064105,EC001014,M,1
52490,EC001,FA007064105,P,1
52491,EC001014,FA007064105,P,1
52492,MM0020010601,MM00200111,M,4
52493,MM00200111,MM0020010601,P,4
52494,MM00200110,MM0020010502,M,4
52495,MM00200111,MM00200110,M,4
52496,MM00200110,FA0080080902,D,4
52497,MM00200111,FA0080080902,D,4
52498,MM0020010502,MM00200110,P,4
52499,MM00200110,MM00200111,P,4
52500,FA0080080902,MM00200110,P,1
52501,FA0080080902,MM00200111,P,1
52502,HW00102702,HW00101002,P,4
52503,HW00102702,HW00102203,P,2
52504,EC0010200102,EE00100806,P,3
52505,EC0010200102,EE001003,P,1
52506,EC0010200102,EE001011,P,3
52507,HW00102706,CC0010070609,M,3
52508,EC0010200102,EE0010150101,P,1
52509,EC0010200102,EE001004,P,1
52510,HW00102706,SE002019,M,4
52511,HW00102706,CC0010092002,M,3
52512,EC0010200102,EE001015010102,P,2
52513,EC0010200102,EE00100310,P,2
52514,EC0010200102,EE00101501,P,1
52515,EC0010200102,EE0010010,P,1
52516,EC0010200102,EE001014,P,4
52517,EC0010200102,EE001015,P,1
52518,HW00102706,HW00102705,M,4
52519,HW00102705,HW00102706,P,2
52520,HW00102706,EC0010200102,M,4
52521,HW00102706,EC001006,M,3
52522,EC0010200102,HW00102706,P,3
52523,EC001006,HW00102706,P,1
52524,HW00102706,HW001022,P,2
52525,HW00102706,HW001014,P,2
52526,HW00102706,SS00101502,P,4
52527,HW00102706,HW00102801,P,3
52528,WC003,HW00102703,M,1
52529,WC001,HW00102703,M,1
52530,HW00102706,WC003,P,4
52531,HW00102706,WC001,P,4
52532,HW0010113,EC0010060101,M,1
52533,HW0010113,EC001016,M,1
52534,HW0010113,HW00101001,M,2
52535,HW0010113,PS006,P,4
52536,HW0010113,RE002002,P,3
52537,HW0010113,EC001006,M,3
52538,HW0010113,EC001019,M,2
52539,HW0010113,EC001,M,4
52540,HW0010113,EC001014,M,1
52541,PS006,HW0010113,M,4
52542,RE002002,HW0010113,M,4
52543,EC001006,HW0010113,P,1
52544,EC001019,HW0010113,P,1
52545,EC001,HW0010113,P,1
52546,EC001014,HW0010113,P,1
52547,MM0020010313,HW001011,P,3
52548,MM0180010302,HW001011,P,1
52549,EC001019,HW001011,P,1
52550,EC001006,HW001011,P,1
52551,HW00102901,HW001011,M,3
52552,HW00100708,HW001011,M,3
52553,CP001002,HW001011,M,3
52554,AC00100405,HW001011,M,3
52555,HW0010113,HW001011,M,3
52556,HW001011,MM0020010313,M,4
52557,HW001011,EC00100601,M,3
52558,HW001011,MM0180010302,M,4
52559,HW001011,EC001019,M,3
52560,HW001011,EC001006,M,4
52561,HW001011,HW00102901,P,4
52562,HW001011,HW00100708,P,4
52563,HW001011,CP001002,P,4
52564,HW001011,AC00100405,P,3
52565,HW001011,HW0010113,P,3
52566,EE0010130301,HW001025010503,M,3
52567,HW00101606,EC0010060101,M,1
52568,HW00101606,EC001016,M,1
52569,HW00101606,EC001,M,4
52570,HW00101606,EC001006,M,3
52571,HW00101606,EC001019,M,2
52572,EC001006,HW00101606,P,1
52573,EC001019,HW00101606,P,1
52574,HW00101606,MM00100311,M,4
52575,HW00101606,CC0010092018,M,4
52576,HW00101606,HW0010250201,M,2
52577,HW00101606,EC001020010201,M,2
52578,HW00101606,CC0010092002,M,3
52579,HW00101606,MM0020010313,M,3
52580,MM00100311,HW00101606,P,1
52581,CC0010092018,HW00101606,P,1
52582,HW0010250201,HW00101606,P,1
52583,EC001020010201,HW00101606,P,2
52584,CC0010092002,HW00101606,P,1
52585,MM0020010313,HW00101606,P,1
52586,MM0040030201,HW00101606,F,4
52587,EG00100602,HW00101606,F,4
52588,HW00101606,MM0040030201,P,3
52589,HW00101606,EG00100602,P,3
52590,HW00101608,EC0010060101,M,1
52591,HW00101608,EC001016,M,1
52592,HW00101608,EC001,M,4
52593,HW00101608,EC001006,M,3
52594,HW00101608,EC001019,M,2
52595,HW00101608,EC001020010201,M,2
52596,EC001006,HW00101608,P,1
52597,EC001019,HW00101608,P,1
52598,EC001020010201,HW00101608,P,2
52599,HW001016,EC0010060101,M,1
52600,HW001016,EC001016,M,1
52601,HW00101606,SE002019,M,4
52602,HW001016,SE002019,M,4
52603,HW001016,EC00100601,M,2
52604,HW001016,EC001019,M,2
52605,HW001016,EC001006,M,3
52606,HW001016,MM00100311,M,3
52607,HW001016,MM0020010313,M,3
52608,HW001016,EC001020010201,M,2
52609,HW001016,CC0010092018,M,3
52610,HW001016,HW0010250201,M,2
52611,HW001016,CC0010092002,M,2
52612,EC001019,HW001016,P,1
52613,EC001006,HW001016,P,1
52614,MM00100311,HW001016,P,1
52615,MM0020010313,HW001016,P,1
52616,EC001020010201,HW001016,P,3
52617,CC0010092018,HW001016,P,1
52618,HW0010250201,HW001016,P,2
52619,CC0010092002,HW001016,P,1
52620,HW001016,WC001,P,4
52621,HW00101302,EC00100601,M,2
52622,HW00101302,SE002019,M,4
52623,HW00101302,EC001,M,4
52624,HW00101302,EC001006,M,3
52625,HW00101302,EC001019,M,2
52626,SE002019,HW00101302,P,1
52627,EC001,HW00101302,P,1
52628,EC001006,HW00101302,P,1
52629,EC001019,HW00101302,P,1
52630,HW00101608,IT001003,P,4
52631,IT001003,HW00101608,M,1
52632,HW001016,IT001003,P,4
52633,IT001003,HW001016,M,2
52634,HW00101606,IT001003,P,4
52635,IT001003,HW00101606,M,1
52636,HW00101608,IT00100309,P,1
52637,IT00100309,HW00101608,M,1
52638,IT00100309,HW001016,M,2
52639,IT00100309,HW00101606,M,1
52640,HW001016,IT00100309,P,1
52641,HW00101606,IT00100309,P,1
52642,MM0180010102,FA00703007,P,1
52643,MM0180010102,FA00200801,P,4
52644,MM0180010102,FA0040010707,P,2
52645,MM0180010102,FA0040010710,P,1
52646,MM0180010102,FA00700412,P,2
52647,MM0180010102,FA0050020201,P,2
52648,MM0180010102,HA00100508,P,2
52649,MM0180010102,SE0010020502,P,1
52650,MM0180010102,SE0010020501,P,1
52651,HW00100709,EC00100601,M,2
52652,MM0180010102,FA007066339,P,1
52653,MM0180010102,FA00708901,P,2
52654,MM0180010102,FA00706102,P,1
52655,MM0180010102,AC001004,P,1
52656,MM0180010102,FA00703009,P,3
52657,MM0180010102,AC00100802,P,2
52658,MM0180010102,FA00706401,P,2
52659,MM0180010102,HA00100488,P,1
52660,MM0180010102,FA00600301,P,3
52661,MM0180010102,FA0070601,P,1
52662,MM0180010102,FA00706807,P,3
52663,MM0180010102,FA00706494,P,1
52664,HW001025010506,MM0180010107,M,3
52665,HW001025010506,MM018001,M,4
52666,HW001025010506,FA00700701,M,2
52667,MM0180010107,HW001025010506,P,3
52668,MM018001,HW001025010506,P,3
52669,FA00700701,HW001025010506,P,4
52670,MM0180010102,HA001006,P,2
52671,MM0180010102,HA004005,P,2
52672,MM0180010102,LP001016,P,1
52673,MM0180010102,MM0180010107,P,4
52674,MM0180010102,HA00100201,P,2
52675,MM0180010102,HA00100203,P,2
52676,MM0180010102,HA0010041903,P,1
52677,MM0180010102,HA0010041902,P,1
52678,MM0180010102,HA0010041901,P,1
52679,MM0180010102,HA00100419,P,2
52680,MM0180010102,AC001005,P,1
52681,MM0180010102,AC00100401,P,1
52682,MM0180010102,AC0010030701,P,1
52683,MM0180010102,SE002012,P,2
52684,MM0180010102,SE0010020509,P,2
52685,MM0180010102,EC00100102,P,1
52686,MM0180010102,FA0040011708,P,2
52687,MM0180010102,HW00102501,P,3
52688,HW00100709,CC0010092006,M,3
52689,MM0180010102,FA0060100315,P,2
52690,MM0180010102,FA00600305,P,2
52691,MM0180010102,FA00703008,P,4
52692,MM0180010102,FA00700406,P,2
52693,MM0180010102,FA007005,P,2
52694,MM0180010102,FA00701110,P,2
52695,MM0180010102,FA00702310,P,2
52696,MM0180010102,FA00701024,P,2
52697,MM0180010102,EE001001113,P,1
52698,MM0180010102,EG00100511,P,2
52699,MM0180010102,EG00100510,P,2
52700,MM0180010102,AC00101703,P,1
52701,MM0180010102,AC00101702,P,3
52702,MM0180010102,AC00100315,P,1
52703,MM0180010102,AC0010030703,P,1
52704,MM0180010102,AC0010100104,P,1
52705,MM0180010102,AC0010030202,P,1
52706,MM0180010102,HW001025010503,P,1
52707,MM0180010102,FA00701804,P,2
52708,MM0180010102,FA00703802,P,2
52709,MM0180010102,FA00703401,P,2
52710,MM0180010102,AC00300405,P,1
52711,MM0180010102,FA00702311,P,1
52712,MM0180010102,AC00100316,P,2
52713,MM0180010102,SE00102,P,2
52714,MM0180010102,AC00100320,P,2
52715,HW00100709,EC001,M,4
52716,HW00100709,EC001006,M,3
52717,HW00100709,EC001019,M,2
52718,EC001,HW00100709,P,1
52719,EC001006,HW00100709,P,1
52720,EC001019,HW00100709,P,1
52721,HW001025010506,MM0180010102,M,3
52722,MM0180010102,HW001025010506,P,3
52723,HW001025010503,MM00100311,M,4
52724,HW001025010503,MM0020010313,M,4
52725,HW001025010503,EC001006,M,4
52726,HW001025010503,MM0180010102,M,4
52727,HW001025010503,EC00100601,M,3
52728,HW001025010503,EC001019,M,3
52729,EC001019,HW001025010503,P,1
52730,HW001025010503,EE00101303,P,3
52731,HW001025010503,EE0010130301,P,2
52732,HW0010210801,MM0180010107,M,3
52733,HW0010210801,HW001025010507,M,4
52734,HW0010210801,HW001025010503,M,4
52735,HW0010210801,WC00101,P,3
52736,HW0010250201,HW0010210801,P,3
52737,HW0010210801,HW0010250201,M,3
52738,HW0010210801,MM018001,M,4
52739,HW0010210801,MM0180010102,M,3
52740,HW0010210801,EC001,M,4
52741,HW0010210801,EC001006,M,3
52742,HW0010210801,EC001019,M,2
52743,HW0010210801,EC00100601,M,2
52744,HW0010210801,WC001,P,4
52745,MM018001,HW0010210801,P,1
52746,MM0180010102,HW0010210801,P,1
52747,EC001,HW0010210801,P,1
52748,EC001006,HW0010210801,P,1
52749,EC001019,HW0010210801,P,1
52750,EC00100601,HW0010210801,P,1
52751,WC001,HW0010210801,M,1
52752,WC003,HW0010250104,T,4
52753,HW0010250104,WC003,P,4
52754,HW00102203,EC00100601,M,2
52755,HW00102203,EC001016,M,1
52756,HW00102203,EC0010060101,M,1
52757,HW00102203,HW00102705,M,3
52758,HW00102203,HW00102702,M,3
52759,EC00100601,HW00102203,P,1
52760,HW00102705,HW00102203,P,2
52761,HW0010250104,WC002,P,3
52762,WC002,HW0010250104,T,4
52763,HW00102203,IT001003,P,4
52764,HW00102203,IT00100309,P,1
52765,IT001003,HW00102203,M,1
52766,IT00100309,HW00102203,M,1
52767,HW00102203,EC001,M,4
52768,HW00102203,EC001006,M,3
52769,HW00102203,EC001019,M,2
52770,HW00102203,FA00703008,M,4
52771,HW00102203,HW00102706,M,4
52772,HW00102203,HW00102703,M,3
52773,EC001,HW00102203,P,1
52774,EC001006,HW00102203,P,1
52775,EC001019,HW00102203,P,1
52776,FA00703008,HW00102203,P,1
52777,HW00102706,HW00102203,P,1
52778,HW00102703,HW00102203,P,1
52779,CP001004,IT001004,P,3
52780,HW00102203,WC002,P,3
52781,HW00102203,WC003,P,4
52782,WC003,HW00102203,M,1
52783,WC001,HW00102203,M,1
52784,IT00100307,HW001028,M,3
52785,IT00100306,HW001028,M,3
52786,HW001028,IT00100306,P,2
52787,IT00100302,HW001028,M,3
52788,IT00100202,HW001028,M,3
52789,HW001028,IT00100202,P,2
52790,IT00100319,HW001028,M,3
52791,HW001028,IT00100319,P,3
52792,IT00100301,HW001028,M,3
52793,HW001028,IT00100301,P,2
52794,IT0010031001,HW001028,M,3
52795,HW001022,EC001,M,4
52796,HW001022,EC001019,M,2
52797,HW001022,FA00703008,M,4
52798,EC001,HW001022,P,1
52799,EC001019,HW001022,P,1
52800,FA00703008,HW001022,P,1
52801,HW001022,IT001003,P,4
52802,HW001022,IT00100309,P,1
52803,IT001003,HW001022,M,1
52804,IT00100309,HW001022,M,1
52805,WC001,HW001022,M,1
52806,HW001022,FA00400212,M,3
52807,HW001022,SE002019,M,4
52808,IT0010031102,HW001029,M,3
52809,IT0010031101,HW001029,M,3
52810,HW001029,IT0010031101,P,2
52811,HW001029,IT00100306,P,2
52812,HW001029,IT00100202,P,2
52813,IT00100403,HW001014,M,4
52814,IT00100403,HW00102203,M,3
52815,IT00100403,CP002005,M,3
52816,HW001014,IT00100403,P,2
52817,HW00102203,IT00100403,P,1
52818,CP002005,IT00100403,P,2
52819,HW001014,IT001004,P,3
52820,CP002005,IT001004,P,3
52821,HW001014,SS00101504,P,3
52822,HW00118,SS00101501,P,1
52823,HW001014,HW00102706,M,3
52824,SS00101502,HW00102706,M,2
52825,IT001004,HW001014,M,2
52826,IT001004,HW00102203,M,1
52827,IT001004,CP002005,M,2
52828,SS00101504,HW001014,M,4
52829,SS00101502,HW001022,M,2
52830,SS00101502,HW00102703,M,1
52831,IT001004,HW001022,M,2
52832,HW001014,EC001,M,4
52833,HW001014,EC001006,M,3
52834,HW001014,EC001019,M,2
52835,HW001014,FA00703008,M,4
52836,HW001014,WC003,P,4
52837,HW001014,SS00101502,P,3
52838,HW001014,IT001003,P,4
52839,HW001014,IT00100309,P,1
52840,EC001,HW001014,P,1
52841,EC001006,HW001014,P,1
52842,EC001019,HW001014,P,1
52843,FA00703008,HW001014,P,1
52844,WC001,HW001014,M,1
52845,SS00101502,HW001014,M,2
52846,IT001003,HW001014,M,1
52847,IT00100309,HW001014,M,1
52848,HW001014,WC002,P,3
52849,HW00101703,WC002,P,3
52850,HW00101703,WC003,P,4
52851,HW00101703,WC001,P,4
52852,HW00101703,HW001,P,4
52853,HW001025010601,MM018001010206,M,3
52854,HW001025010601,MM0180010102,M,4
52855,MM0180010102,HW001025010601,P,2
52856,HW001025010601,MM00100311,M,4
52857,HW001025010601,MM018001010205,M,3
52858,HW001025010601,MM01800101020302,M,3
52859,HW001025010601,IT001004,P,3
52860,HW001025010601,IT00100311,P,3
52861,HW001025010601,IT00100319,P,3
52862,HW001025010601,WC003,P,4
52863,HW001025010601,WC001,P,4
52864,HW001025010601,WC002,P,3
52865,HW001025010601,WC001001,P,3
52866,HW001025010601,IT0010031104,P,1
52867,HW001025010601,IT001003,P,4
52868,HW001025010601,IT00100309,P,1
52869,MM00100311,HW001025010601,P,2
52870,MM018001010205,HW001025010601,P,2
52871,MM01800101020302,HW001025010601,P,2
52872,HW001025010601,CP001004,P,4
52873,IT001004,HW001025010601,M,2
52874,IT00100311,HW001025010601,M,2
52875,IT00100319,HW001025010601,M,2
52876,IT00100202,HW001025010601,M,2
52877,IT00100302,HW001025010601,M,2
52878,IT00100304,HW001025010601,M,2
52879,IT00100306,HW001025010601,M,2
52880,IT00100307,HW001025010601,M,2
52881,IT0010031101,HW001025010601,M,2
52882,IT0010031102,HW001025010601,M,2
52883,IT0010031103,HW001025010601,M,2
52884,IT0010031104,HW001025010601,M,2
52885,IT001003,HW001025010601,M,2
52886,IT00100309,HW001025010601,M,2
52887,HW0010250106,MM0180010102,M,4
52888,MM0180010102,HW0010250106,P,3
52889,HW0010250106,IT00100319,P,3
52890,IT00100319,HW0010250106,M,3
52891,HW001025010601,IT00100310,P,3
52892,HW001025010601,IT00100301,P,2
52893,HW001025010601,IT00100303,P,2
52894,HW001025010601,IT0010031001,P,2
52895,HW001025010601,HW00101701,P,3
52896,CP001004,HW001025010601,F,4
52897,HW001025010601,IT00100202,P,2
52898,HW001025010601,IT00100302,P,2
52899,HW001025010601,IT00100304,P,2
52900,HW001025010601,IT00100306,P,2
52901,HW001025010601,IT00100307,P,2
52902,HW001025010601,IT0010031101,P,2
52903,HW001025010601,IT0010031102,P,2
52904,HW001025010601,IT0010031103,P,2
52905,HW0010250106,FA00706411,A,4
52906,HW0010250106,FA0050020203,M,2
52907,HW0010250106,FA00400212,M,3
52908,HW0010250106,MM00100311,M,4
52909,HW0010250106,MM0020010313,M,3
52910,HW0010250106,FA00703008,M,3
52911,HW0010250106,IT00100310,P,3
52912,HW0010250106,IT00100301,P,2
52913,HW0010250106,IT00100303,P,2
52914,HW0010250106,IT0010031001,P,2
52915,HW0010250106,SS00101502,P,4
52916,HW0010250106,SS00101504,P,3
52917,HW0010250106,WC001,P,4
52918,HW0010250106,WC002,P,3
52919,HW0010250106,WC001001,P,3
52920,HW0010250106,IT00100202,P,2
52921,HW0010250106,IT00100304,P,2
52922,HW0010250106,IT001004,P,3
52923,HW0010250106,IT00100311,P,3
52924,HW0010250106,IT00100302,P,2
52925,HW0010250106,WC003,P,4
52926,HW0010250106,IT00100306,P,2
52927,HW0010250106,IT00100307,P,2
52928,HW0010250106,IT0010031102,P,2
52929,HW0010250106,IT00100309,P,1
52930,HW0010250106,IT0010031103,P,2
52931,HW0010250106,IT0010031101,P,2
52932,HW0010250106,IT0010031104,P,1
52933,HW0010250106,IT001003,P,4
52934,FA00706411,HW0010250106,P,1
52935,FA0040010710,HW0010250106,P,2
52936,FA0050020203,HW0010250106,P,2
52937,FA00400212,HW0010250106,P,2
52938,MM00100311,HW0010250106,P,1
52939,MM0020010313,HW0010250106,P,1
52940,FA00703008,HW0010250106,P,1
52941,IT00100310,HW0010250106,M,3
52942,IT00100301,HW0010250106,M,3
52943,IT00100303,HW0010250106,M,3
52944,IT0010031001,HW0010250106,M,3
52945,SS00101502,HW0010250106,M,3
52946,SS00101504,HW0010250106,M,3
52947,IT00100202,HW0010250106,M,3
52948,IT00100304,HW0010250106,M,3
52949,IT001004,HW0010250106,M,3
52950,IT00100311,HW0010250106,M,3
52951,IT00100302,HW0010250106,M,3
52952,IT00100306,HW0010250106,M,3
52953,IT00100307,HW0010250106,M,3
52954,IT0010031102,HW0010250106,M,3
52955,IT00100309,HW0010250106,M,3
52956,IT0010031103,HW0010250106,M,3
52957,IT0010031101,HW0010250106,M,3
52958,IT0010031104,HW0010250106,M,3
52959,IT001003,HW0010250106,M,3
52960,HW0010250107,FA0050020208,M,4
52961,HW0010250107,FA00400212,M,3
52962,HW0010250107,FA00400122,M,3
52963,FA00400212,HW0010250107,P,4
52964,HW0010250107,WC001,P,4
52965,HW0010250107,WC002,P,3
52966,HW0010250107,FA0050020203,M,2
52967,HW0010250107,FA0050020206,M,2
52968,HW0010250107,FA0040011708,M,4
52969,HW0010250107,FA00400120,M,2
52970,HW0010250107,FA0040010301,M,2
52971,HW0010250107,FA0050020210,M,2
52972,HW0010250107,WC001001,P,3
52973,FA0050020203,HW0010250107,P,2
52974,FA0040010710,HW0010250107,P,2
52975,FA0050020206,HW0010250107,P,2
52976,FA0040011708,HW0010250107,P,2
52977,FA00400120,HW0010250107,P,2
52978,FA0040010301,HW0010250107,P,2
52979,FA0050020210,HW0010250107,P,2
52980,HW00101002,WC001,P,4
52981,HW00101002,WC002,P,3
52982,HW00101002,WC001001,P,3
52983,HW00101002,WC003,P,4
52984,WC001,HW00101002,M,1
52985,WC003,HW00101002,M,1
52986,HW0010250104,RE003,P,4
52987,RE003,HW0010250104,T,2
52988,RE00302,HW0010250104,T,2
52989,RE00304,HW0010250104,T,2
52990,RE00305,HW0010250104,T,2
52991,RE00306,HW0010250104,T,2
52992,RE00307,HW0010250104,T,2
52993,HW0010250104,RE00302,P,1
52994,HW0010250104,RE00304,P,3
52995,HW0010250104,RE00305,P,2
52996,HW0010250104,RE00306,P,3
52997,HW0010250104,RE00307,P,3
52998,TR00100515,HW00101002,P,1
52999,TR00100515,HW0010250106,P,1
53000,TR00100515,HW001025010601,P,1
53001,TR00100515,HW0010250107,P,1
53002,TR00100515,HW00102601,P,1
53003,TR00100515,HW00100709,P,1
53004,TR00100515,HW00101302,P,1
53005,TR00100515,HW001027,P,1
53006,TR00100515,EE0010050801,P,1
53007,TR00100515,HW00102706,P,1
53008,TR00100515,HW00102702,P,1
53009,TR00100515,HW00102703,P,1
53010,TR00100515,HW00102801,P,1
53011,TR00100515,HW001014,P,1
53012,TR00100515,HW001022,P,1
53013,TR00100515,HW00102203,P,1
53014,TR00100515,HW001012,P,1
53015,TR00100515,HW00102107,P,1
53016,TR00100515,HW0010210801,P,1
53017,TR00100515,HW001025010503,P,1
53018,TR00100515,HW001025010504,P,1
53019,TR00100515,HW001025010507,P,1
53020,TR00100515,HW001025010506,P,1
53021,TR00100515,HW001011,P,1
53022,TR00100515,HW00101001,P,1
53023,TR00100515,HW0010113,P,1
53024,TR00100515,HW00102901,P,1
53025,TR00100515,HW001016,P,1
53026,TR00100515,HW00101606,P,1
53027,TR00100515,HW00101608,P,1
53028,FA0050020208,HW0010250107,P,2
53029,FA0050020208,HW00102501,P,3
53030,IT001003,HW00102501,M,2
53031,HW00102501,IT001003,P,4
53032,IT00100309,HW00102501,M,2
53033,HW00102501,IT00100309,P,1
53034,HW00102501,WC001001,P,3
53035,HW00102501,MM0180010102,M,4
53036,HW00102501,FA00400212,M,4
53037,HW00102501,WC002,P,3
53038,HW00102501,IT00100319,P,3
53039,HW00102501,SS00101502,P,3
53040,HW00102501,SS00101504,P,3
53041,HW00102501,IT001004,P,3
53042,IT00100319,HW00102501,M,2
53043,SS00101502,HW00102501,M,2
53044,SS00101504,HW00102501,M,2
53045,IT001004,HW00102501,M,2
53046,HW00102501,FA00706411,A,4
53047,HW00102501,MM00100311,M,3
53048,HW00102501,FA0050020208,M,4
53049,HW00102501,FA0040011708,M,3
53050,HW00102501,MM0020010313,M,3
53051,HW00102501,FA00703008,M,3
53052,HW00102501,CC0010092002,M,2
53053,FA00706411,HW00102501,P,2
53054,MM00100311,HW00102501,P,1
53055,FA0040011708,HW00102501,P,1
53056,FA0040010710,HW00102501,P,2
53057,MM0020010313,HW00102501,P,1
53058,FA00703008,HW00102501,P,1
53059,CC0010092002,HW00102501,P,1
53060,HW0010250106,PS00500305,T,4
53061,HW0010250107,PS00500305,T,4
53062,HW0010250104,PS00500305,T,4
53063,HW00101002,PS00500305,T,4
53064,HW00102501,PS00500305,T,4
53065,PS00500305,HW0010250106,P,1
53066,PS00500305,HW0010250107,P,1
53067,PS00500305,HW0010250104,P,1
53068,PS00500305,HW00101002,P,1
53069,PS00500305,HW00102501,P,2
53070,HW00118,WC002,P,3
53071,MM0180010102,HW00118,P,3
53072,HW00118,MM0180010102,M,4
53073,HW00118,CC0010092002,M,2
53074,HW00118,FA00703008,M,3
53075,CC0010092002,HW00118,P,3
53076,FA00703008,HW00118,P,3
53077,SS001015,HW00118,M,3
53078,HW00118,FA00400212,M,4
53079,FA00400212,HW00118,P,2
53080,HW00118,WC003,P,4
53081,HW00101701,HW00118,M,3
53082,MM00100311,HW00118,P,2
53083,MM0020010313,HW00118,P,3
53084,SS00101501,HW00118,M,3
53085,HW00118,MM00100311,M,3
53086,HW00118,MM0020010313,M,3
53087,IT001003,HW00118,M,3
53088,IT00100309,HW00118,M,3
53089,HW00118,IT001003,P,4
53090,HW00118,IT00100309,P,1
53091,HW00118,FA00706411,A,4
53092,HW00118,FA0040011708,M,3
53093,HW00118,FA0050020208,M,4
53094,HW00118,IT00100319,P,3
53095,FA00706411,HW00118,P,3
53096,FA0040011708,HW00118,P,2
53097,FA0040010710,HW00118,P,3
53098,FA0050020208,HW00118,P,4
53099,IT00100319,HW00118,M,3
53100,SS00101504,HW00118,M,3
53101,IT001004,HW00118,M,3
53102,SS00101502,HW00118,M,3
53103,HW00118,SS001015,P,3
53104,HW00118,SS00101504,P,2
53105,HW00118,IT001004,P,2
53106,HW00118,SS00101502,P,2
53107,HW00102107,EC00100601,M,2
53108,HW00102107,SE002019,M,4
53109,HW00102107,EE00100512,M,3
53110,HW00102107,HW001025010601,M,3
53111,HW00102107,HW001025010504,M,2
53112,HW0010250106,EC0010150204,M,2
53113,EC0010150204,HW0010250106,P,1
53114,HC001012,PH0010010202,P,2
53115,EC001014,HW00100709,P,1
53116,EC001014,HW00101302,P,1
